row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
30.0,US-2015-150630,17.09.2015,21.09.2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","124,20",3.0,20%,"15,53"
31.0,US-2015-150630,17.09.2015,21.09.2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,"3,26",2.0,20%,"1,10"
32.0,US-2015-150630,17.09.2015,21.09.2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","86,30",6.0,20%,"9,71"
33.0,US-2015-150630,17.09.2015,21.09.2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","6,86",6.0,70%,"-5,72"
34.0,US-2015-150630,17.09.2015,21.09.2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,"15,76",2.0,20%,"3,55"
35.0,CA-2017-107727,19.10.2017,23.10.2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,"29,47",3.0,20%,"9,95"
36.0,CA-2016-117590,8.12.2016,10.12.2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,"1097,54",7.0,20%,"123,47"
37.0,CA-2016-117590,8.12.2016,10.12.2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black","190,92",5.0,60%,"-147,96"
38.0,CA-2015-117415,27.12.2015,31.12.2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","113,33",9.0,20%,"35,42"
39.0,CA-2015-117415,27.12.2015,31.12.2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","532,40",3.0,32%,"-46,98"
40.0,CA-2015-117415,27.12.2015,31.12.2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray","212,06",3.0,30%,"-15,15"
41.0,CA-2015-117415,27.12.2015,31.12.2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,"371,17",4.0,20%,"41,76"
42.0,CA-2017-120999,10.09.2017,15.09.2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540.0,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,"147,17",4.0,20%,"16,56"
43.0,CA-2016-101343,17.07.2016,22.07.2016,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum","77,88",2.0,0%,"3,89"
44.0,CA-2017-139619,19.09.2017,23.09.2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935.0,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","95,62",2.0,20%,"9,56"
45.0,CA-2016-118255,11.03.2016,13.03.2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","45,98",2.0,0%,"19,77"
46.0,CA-2016-118255,11.03.2016,13.03.2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,"17,46",2.0,0%,"8,21"
47.0,CA-2014-146703,20.10.2014,25.10.2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","211,96",4.0,0%,"8,48"
48.0,CA-2016-169194,20.06.2016,25.06.2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901.0,East,TEC-AC-10002167,Technology,Accessories,"Imation 8gb Micro Traveldrive Usb 2,0 Flash Drive","45,00",3.0,0%,"4,95"
49.0,CA-2016-169194,20.06.2016,25.06.2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901.0,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","21,80",2.0,0%,"6,10"
50.0,CA-2015-115742,18.04.2015,22.04.2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","38,22",6.0,0%,"17,96"
51.0,CA-2015-115742,18.04.2015,22.04.2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,"75,18",6.0,0%,"35,33"
52.0,CA-2015-115742,18.04.2015,22.04.2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,"6,16",2.0,0%,"2,96"
53.0,CA-2015-115742,18.04.2015,22.04.2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black","89,99",1.0,0%,"17,10"
54.0,CA-2016-105816,11.12.2016,17.12.2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,"15,26",7.0,0%,"6,26"
55.0,CA-2016-105816,11.12.2016,17.12.2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,"1029,95",5.0,0%,"298,69"
56.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,"208,56",6.0,0%,"52,14"
57.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,"32,40",5.0,0%,"15,55"
58.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,"319,41",5.0,10%,"7,10"
59.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors","14,56",2.0,0%,"6,99"
60.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,TEC-AC-10002167,Technology,Accessories,"Imation 8gb Micro Traveldrive Usb 2,0 Flash Drive","30,00",2.0,0%,"3,30"
61.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,"48,48",4.0,20%,"16,36"
62.0,CA-2016-111682,17.06.2016,18.06.2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,"1,68",1.0,0%,"0,84"
63.0,CA-2015-135545,24.11.2015,30.11.2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","13,98",2.0,0%,"6,15"
64.0,CA-2015-135545,24.11.2015,30.11.2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","25,82",6.0,20%,"9,36"
65.0,CA-2015-135545,24.11.2015,30.11.2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,"146,73",3.0,0%,"68,96"
66.0,CA-2015-135545,24.11.2015,30.11.2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,"79,76",4.0,0%,"22,33"
67.0,US-2015-164175,30.04.2015,5.05.2015,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray","213,12",5.0,30%,"-15,22"
68.0,CA-2014-106376,5.12.2014,10.12.2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234.0,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","1113,02",8.0,20%,"111,30"
69.0,CA-2014-106376,5.12.2014,10.12.2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,"167,97",4.0,20%,"62,99"
70.0,CA-2016-119823,4.06.2016,6.06.2016,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","75,88",2.0,0%,"35,66"
71.0,CA-2016-106075,18.09.2016,23.09.2016,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,"4,62",1.0,20%,"1,73"
72.0,CA-2017-114440,14.09.2017,17.09.2017,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","19,05",3.0,0%,"8,76"
73.0,US-2015-134026,26.04.2015,2.05.2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,"831,94",8.0,20%,"-114,39"
74.0,US-2015-134026,26.04.2015,2.05.2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","97,04",2.0,20%,"1,21"
75.0,US-2015-134026,26.04.2015,2.05.2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,"72,78",1.0,20%,"-18,20"
76.0,US-2017-118038,9.12.2017,11.12.2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,"1,25",3.0,80%,"-1,93"
77.0,US-2017-118038,9.12.2017,11.12.2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black","9,71",3.0,60%,"-5,82"
78.0,US-2017-118038,9.12.2017,11.12.2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","27,24",3.0,20%,"2,72"
79.0,US-2014-147606,26.11.2014,1.12.2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","19,30",5.0,60%,"-14,48"
80.0,CA-2016-127208,12.06.2016,15.06.2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1,7 Cubic Foot Compact ""Cube"" Office Refrigerators","208,16",1.0,0%,"56,20"
81.0,CA-2016-127208,12.06.2016,15.06.2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,"16,74",3.0,0%,"8,04"
82.0,CA-2014-139451,12.10.2014,16.10.2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","14,90",5.0,0%,"4,17"
83.0,CA-2014-139451,12.10.2014,16.10.2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black","21,39",1.0,0%,"6,20"
84.0,CA-2015-149734,3.09.2015,8.09.2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,"200,98",7.0,20%,"62,81"
85.0,US-2017-119662,13.11.2017,16.11.2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,"230,38",3.0,20%,"-48,95"
86.0,CA-2017-140088,28.05.2017,30.05.2017,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203.0,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,"301,96",2.0,0%,"33,22"
87.0,CA-2017-155558,26.10.2017,2.11.2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,TEC-AC-10001998,Technology,Accessories,"Logitech LS21 Speaker System - PC Multimedia - 2,1-CH - Wired","19,99",1.0,0%,"6,80"
88.0,CA-2017-155558,26.10.2017,2.11.2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,"6,16",2.0,0%,"2,96"
89.0,CA-2016-159695,5.04.2016,10.04.2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,"158,37",7.0,20%,"13,86"
90.0,CA-2016-109806,17.09.2016,22.09.2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,"20,10",3.0,0%,"6,63"
91.0,CA-2016-109806,17.09.2016,22.09.2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,"73,58",2.0,20%,"8,28"
92.0,CA-2016-109806,17.09.2016,22.09.2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,"6,48",1.0,0%,"3,11"
93.0,CA-2015-149587,31.01.2015,5.02.2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,"12,96",2.0,0%,"6,22"
94.0,CA-2015-149587,31.01.2015,5.02.2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock","53,34",3.0,0%,"16,54"
95.0,CA-2015-149587,31.01.2015,5.02.2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,"32,96",2.0,0%,"16,15"
96.0,US-2017-109484,6.11.2017,12.11.2017,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206.0,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,"5,68",1.0,70%,"-3,79"
97.0,CA-2017-161018,9.11.2017,11.11.2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009.0,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,"96,53",7.0,0%,"40,54"
98.0,CA-2017-157833,17.06.2017,20.06.2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,"51,31",3.0,20%,"17,96"
99.0,CA-2016-149223,6.09.2016,11.09.2016,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106.0,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,"77,88",6.0,0%,"22,59"
100.0,CA-2016-158568,29.08.2016,2.09.2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,"64,62",7.0,20%,"22,62"
101.0,CA-2016-158568,29.08.2016,2.09.2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,"95,98",3.0,20%,"-10,80"
102.0,CA-2016-158568,29.08.2016,2.09.2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,"1,79",3.0,80%,"-3,04"
